Sample Time,sensors 1 Lane 1,sensors 1 Lane 2,sensors 1 Lane 3,sensors 1 Lane 4,sensors 1 Lane 5,sensors 2 Lane 1,sensors 2 Lane 2,sensors 2 Lane 3,sensors 2 Lane 4,sensors 2 Lane 5,sensors 3 Lane 1,sensors 3 Lane 2,sensors 3 Lane 3,sensors 3 Lane 4,sensors 3 Lane 5,sensors 4 Lane 1,sensors 4 Lane 2,sensors 4 Lane 3,sensors 4 Lane 4,sensors 4 Lane 5,sensors 5 Lane 1,sensors 5 Lane 2,sensors 5 Lane 3,sensors 5 Lane 4,sensors 5 Lane 5,sensors 6 Lane 1,sensors 6 Lane 2,sensors 6 Lane 3,sensors 6 Lane 4,sensors 6 Lane 5.1,sensors 7 Lane 1,sensors 7 Lane 2,sensors 7 Lane 3,sensors 7 Lane 4,sensors 7 Lane 5,sensors 8 Lane 1,sensors 8 Lane 2,sensors 8 Lane 3,sensors 8 Lane 4,sensors 8 Lane 5
2/7/2017 16:40,16.5,13.7,10.7,7.5,8.6,9.4,8.8,5.7,5.33,4.6,16.7,15.5,10.3,10.6,5.9,6.3,8.1,7.9,8.3,7.65,14.89,12.36,9.66,6.77,7.76,8.48,7.94,5.14,4.81,4.15,15.07,13.99,9.3,9.57,5.32,5.69,7.31,7.13,7.49,6.9
2/7/2017 16:45,17.1,12,10,9.3,8.2,11.5,9,5.6,4.9,4.1,14.5,13.6,8.5,10.7,5.9,8.9,10.9,7.5,5.9,8.3,15.43,10.83,9.03,8.39,7.4,10.38,8.12,5.05,4.42,3.7,13.09,12.27,7.67,9.66,5.32,8.03,9.84,6.77,5.32,7.49
2/7/2017 16:50,17.5,20.2,15.4,11,12.9,8.4,6.9,4.3,4.6,3.5,11.9,11.2,7,8.2,3.2,4.6,6.11,6.8,7.4,6.2275,15.79,18.23,13.9,9.93,11.64,7.58,6.23,3.88,4.15,3.16,10.74,10.11,6.32,7.4,2.89,4.15,5.51,6.14,6.68,5.62
2/7/2017 16:55,18.9,17.7,15.1,12.4,11.9,8.7,7,5.44,4,3.78,17.6,14,8.9,9.7,6.1,13.7,12.5,10.2,11,11.85,17.06,15.97,13.63,11.19,10.74,7.85,6.32,4.91,3.61,3.41,15.88,12.64,8.03,8.75,5.51,12.36,11.28,9.21,9.93,10.69
2/7/2017 17:00,16.8,16.7,16.7,16.8,17.1,14.2,11.1,7.5,5.6,7.1,21.4,17.1,8.9,11.4,6,7.8,9.8,7.1,6.3,7.75,15.16,15.07,15.07,15.16,15.43,12.82,10.02,6.77,5.05,6.41,19.31,15.43,8.03,10.29,5.42,7.04,8.84,6.41,5.69,6.99
2/7/2017 17:05,16.8,51.1,40.8,44.1,41.7,10.2,7.5,5,5.2,4.6,19.6,13.3,8.9,12.4,5.2,8.7,14.8,11.3,6.6,10.35,15.16,46.12,36.82,39.8,37.63,9.21,6.77,4.51,4.69,4.15,17.69,12,8.03,11.19,4.69,7.85,13.36,10.2,5.96,9.34
2/7/2017 17:10,51.3,50.4,43.4,42.9,38.3,14.9,9.4,5.5,4.4,4.3,18,14.4,10,12.4,4.9,7,7.6,6.6,5.3,6.625,46.3,45.49,39.17,38.72,34.57,13.45,8.48,4.96,3.97,3.88,16.25,13,9.03,11.19,4.42,6.32,6.86,5.96,4.78,5.98
2/7/2017 17:15,51.6,49.9,45.4,46.9,40.9,11.5,8.1,5.8,3.7,4.5,16.9,15.5,7.9,8.7,4.5,9.3,10.5,8,5.7,8.375,46.57,45.03,40.97,42.33,36.91,10.38,7.31,5.23,3.34,4.06,15.25,13.99,7.13,7.85,4.06,8.39,9.48,7.22,5.14,7.56
2/7/2017 17:20,51.5,51.1,45.7,48.6,43.7,12,9.5,7.6,5.1,3.8,18.3,15,9.7,10.2,3.5,10.6,12.2,8.1,5.3,9.05,46.48,46.12,41.24,43.86,39.44,10.83,8.57,6.86,4.6,3.43,16.52,13.54,8.75,9.21,3.16,9.57,11.01,7.31,4.78,8.17
2/7/2017 17:25,51.9,50.2,44.5,49.4,38.9,13.2,7.7,5.1,3.22,1.7,17.7,13.8,8,9.6,3.9,7.1,9.1,6.3,5.3,6.95,46.84,45.31,40.16,44.58,35.11,11.91,6.95,4.6,2.91,1.53,15.97,12.45,7.22,8.66,3.52,6.41,8.21,5.69,4.78,6.27
2/7/2017 17:30,53.4,43.83,53.1,42.6,40.8,10,8,5,3.4,4.4,13,10.7,7.8,8.2,5.1,11.7,11.9,8.33,6.2,9.5325,48.19,39.56,47.92,38.45,36.82,9.03,7.22,4.51,3.07,3.97,11.73,9.66,7.04,7.4,4.6,10.56,10.74,7.52,5.6,8.6
2/7/2017 17:35,53.1,47.56,55,47.5,36.3,12,10.7,8.4,4.7,4.4,16.1,16,11.5,6.5,4.63,12.5,11.9,10.7,5.56,10.165,47.92,42.92,49.64,42.87,32.76,10.83,9.66,7.58,4.24,3.97,14.53,14.44,10.38,5.87,4.18,11.28,10.74,9.66,5.02,9.17
2/7/2017 17:40,54.4,53.7,48.6,49.5,42.7,10.7,7.6,6.2,5,3,22.4,16.6,12.2,8.8,2.67,17.7,17.8,11,2.8,12.325,49.1,48.46,43.86,44.67,38.54,9.66,6.86,5.6,4.51,2.71,20.22,14.98,11.01,7.94,2.41,15.97,16.06,9.93,2.53,11.12
2/7/2017 17:45,50.5,46,53.9,47.1,38.6,9,8.3,5.7,4.56,3,17.2,13.3,6,8.6,3.22,10.5,14.5,13.5,3.1,10.4,45.58,41.52,48.64,42.51,34.84,8.12,7.49,5.14,4.12,2.71,15.52,12,5.42,7.76,2.91,9.48,13.09,12.18,2.8,9.39
2/7/2017 17:50,49.1,46,50.5,55,39.9,9.6,7.8,4.2,3.3,3.7,15.6,11.2,9.7,7.67,3.56,7.88,8.1,6.4,4.4,6.695,44.31,41.52,45.58,49.64,36.01,8.66,7.04,3.79,2.98,3.34,14.08,10.11,8.75,6.92,3.21,7.11,7.31,5.78,3.97,6.04
2/7/2017 17:55,50.8,45.33,48,51,40,11.1,9.8,6.7,4,2.3,17.8,13.2,7.6,7.3,3.3,12.1,16.8,13.3,4.89,11.7725,45.85,40.91,43.32,46.03,36.1,10.02,8.84,6.05,3.61,2.08,16.06,11.91,6.86,6.59,2.98,10.92,15.16,12,4.41,10.62
2/7/2017 18:00,46.8,45.6,48.3,44.4,41.8,11.4,10.9,6.1,4.78,3.4,12,12.1,8.5,8.4,4.1,4.56,5.8,7.4,4.7,5.615,42.24,41.15,43.59,40.07,37.72,10.29,9.84,5.51,4.31,3.07,10.83,10.92,7.67,7.58,3.7,4.12,5.23,6.68,4.24,5.07
2/7/2017 18:05,50.1,49,48.6,44.2,33.8,7.3,5.1,5.4,4.8,4.67,16,11.6,9.5,9.9,4.9,11.4,15.3,12.7,8.7,12.025,45.22,44.22,43.86,39.89,30.5,6.59,4.6,4.87,4.33,4.21,14.44,10.47,8.57,8.93,4.42,10.29,13.81,11.46,7.85,10.85
2/7/2017 18:10,48.4,47.4,48.9,40.1,40.1,12.3,9.3,6.7,3.5,3.33,19.1,15.6,9.2,7,3,7.4,10.6,8.2,5.22,7.855,43.68,42.78,44.13,36.19,36.19,11.1,8.39,6.05,3.16,3.01,17.24,14.08,8.3,6.32,2.71,6.68,9.57,7.4,4.71,7.09
2/7/2017 18:15,47.6,47.7,47.5,42.2,38.5,8.7,8.4,5.2,2.78,2.1,13.4,11.3,7.9,8,3.1,4.3,4.8,5.5,4.1,4.675,42.96,43.05,42.87,38.09,34.75,7.85,7.58,4.69,2.51,1.9,12.09,10.2,7.13,7.22,2.8,3.88,4.33,4.96,3.7,4.22
2/7/2017 18:20,47.6,46.6,49.3,42,36.3,5.89,5.8,3.3,2.6,2.6,10.8,8.5,7.7,12.1,4.89,12.8,10.2,9.8,6.6,9.85,42.96,42.06,44.49,37.91,32.76,5.32,5.23,2.98,2.35,2.35,9.75,7.67,6.95,10.92,4.41,11.55,9.21,8.84,5.96,8.89
2/7/2017 18:25,50.1,24,43.3,46.2,34.6,12.2,8.6,10.1,6.9,4.6,21.1,16.6,13.6,11,4.8,20.89,18.5,13.6,6.8,14.9475,45.22,21.66,39.08,41.7,31.23,11.01,7.76,9.12,6.23,4.15,19.04,14.98,12.27,9.93,4.33,18.85,16.7,12.27,6.14,13.49
2/7/2017 18:30,47.8,16,52.1,43.4,38.4,26,20.6,10,3.6,3,21.1,14.7,11.6,9.22,3.2,6.1,11,9,7.3,8.35,43.14,14.44,47.02,39.17,34.66,23.47,18.59,9.03,3.25,2.71,19.04,13.27,10.47,8.32,2.89,5.51,9.93,8.12,6.59,7.54
2/7/2017 18:35,52.2,50.4,45.2,40.6,41.3,42.3,34,23.2,13.2,19.2,14.4,9.4,7.3,9.2,5.6,3.9,4.6,6.3,6.5,5.325,47.11,45.49,40.79,36.64,37.27,38.18,30.69,20.94,11.91,17.33,13,8.48,6.59,8.3,5.05,3.52,4.15,5.69,5.87,4.81
2/7/2017 18:40,56,49.2,50.6,48.8,41.1,48,34.8,25.8,15.9,22,14.1,11.9,7.6,8.7,8,11.5,11.4,9.5,7.2,9.9,50.54,44.4,45.67,44.04,37.09,43.32,31.41,23.28,14.35,19.86,12.73,10.74,6.86,7.85,7.22,10.38,10.29,8.57,6.5,8.93
2/7/2017 18:45,55.1,27,49.6,46.3,44.4,52.7,43.1,42,27.6,35.5,43.9,33.9,20.1,28.8,17.7,15.2,12,7.2,7.8,10.55,49.73,24.37,44.76,41.79,40.07,47.56,38.9,37.91,24.91,32.04,39.62,30.59,18.14,25.99,15.97,13.72,10.83,6.5,7.04,9.52
2/7/2017 18:50,46,52,48.6,44.8,36.7,52.9,49.5,41.7,29.6,38.1,60.7,47.8,37.4,45.4,32.7,13.6,12.2,8.6,6.7,10.275,41.52,46.93,43.86,40.43,33.12,47.74,44.67,37.63,26.71,34.39,54.78,43.14,33.75,40.97,29.51,12.27,11.01,7.76,6.05,9.27
2/7/2017 18:55,54,51,49.2,50.4,39.4,53.1,47.7,41.3,28.9,39.5,63.4,54.9,40.5,50.5,45.5,19.1,15.3,16,11.1,15.375,48.74,46.03,44.4,45.49,35.56,47.92,43.05,37.27,26.08,35.65,57.22,49.55,36.55,45.58,41.06,17.24,13.81,14.44,10.02,13.88
2/7/2017 19:00,51.1,46.1,46.8,44.2,33.6,50,49.3,40.4,27.2,29.1,64.1,54.1,48.5,45.7,32.3,30.9,27.8,21.5,32.1,28.075,46.12,41.61,42.24,39.89,30.32,45.13,44.49,36.46,24.55,26.26,57.85,48.83,43.77,41.24,29.15,27.89,25.09,19.4,28.97,25.34
2/7/2017 19:05,57.3,54.1,48.5,48.4,39.5,54.8,45.8,41.5,31.1,39.5,65.4,52.1,47.4,48.4,44.8,48.4,44.2,37.9,44.2,43.675,51.71,48.83,43.77,43.68,35.65,49.46,41.33,37.45,28.07,35.65,59.02,47.02,42.78,43.68,40.43,43.68,39.89,34.2,39.89,39.42
2/7/2017 19:10,50.7,33.5,46.4,46.2,32.4,49,45.8,40,26.6,32.2,69,55.5,42,54.5,38.2,47,41.9,36.2,49.2,43.575,45.76,30.23,41.88,41.7,29.24,44.22,41.33,36.1,24.01,29.06,62.27,50.09,37.91,49.19,34.48,42.42,37.81,32.67,44.4,39.33
2/7/2017 19:15,50.9,46,52.9,47.6,37.3,53.2,47.6,41.8,30.8,36,65.5,55.3,52.2,50.4,39.1,47.2,43.1,37.5,51.2,44.75,45.94,41.52,47.74,42.96,33.66,48.01,42.96,37.72,27.8,32.49,59.11,49.91,47.11,45.49,35.29,42.6,38.9,33.84,46.21,40.39
2/7/2017 19:20,48.6,50.7,45.3,44.4,38.6,49.3,47.2,39.5,27.8,30.5,66.2,54.1,47.2,52,39.8,53.5,43.7,34.1,52.8,46.025,43.86,45.76,40.88,40.07,34.84,44.49,42.6,35.65,25.09,27.53,59.75,48.83,42.6,46.93,35.92,48.28,39.44,30.78,47.65,41.54
2/7/2017 19:25,54.8,50.4,46.5,43,34.6,47.8,45.3,37.3,24.7,31.9,62.4,50.5,44.1,50.8,31.2,46.9,42.7,37.9,49.1,44.15,49.46,45.49,41.97,38.81,31.23,43.14,40.88,33.66,22.29,28.79,56.32,45.58,39.8,45.85,28.16,42.33,38.54,34.2,44.31,39.85
2/7/2017 19:30,50,50,47.8,40.9,35.2,49.8,44.7,39.1,26.1,33.7,62.2,55.6,43.8,51,34.7,47.9,45,36.2,51.9,45.25,45.13,45.13,43.14,36.91,31.77,44.94,40.34,35.29,23.56,30.41,56.14,50.18,39.53,46.03,31.32,43.23,40.61,32.67,46.84,40.84
2/7/2017 19:35,52.9,48.5,45,36.9,35.1,49.8,43.7,35.3,25.9,33.6,65,50.6,42.4,45,35.5,48.9,41.4,33.1,46,42.35,47.74,43.77,40.61,33.3,31.68,44.94,39.44,31.86,23.37,30.32,58.66,45.67,38.27,40.61,32.04,44.13,37.36,29.87,41.52,38.22
2/7/2017 19:40,46.4,45.3,40.7,44,36.1,48.5,38.3,34.4,23.8,33.6,58.4,48.1,37.6,51.3,35.6,47.1,39.5,30.6,44.5,40.425,41.88,40.88,36.73,39.71,32.58,43.77,34.57,31.05,21.48,30.32,52.71,43.41,33.93,46.3,32.13,42.51,35.65,27.62,40.16,36.48
2/7/2017 19:45,52.4,45.5,48.3,44.9,41.4,51,41.8,39.7,30.8,40.1,56,49.1,46.5,55.8,41.3,46.8,41.9,34.5,45.4,42.15,47.29,41.06,43.59,40.52,37.36,46.03,37.72,35.83,27.8,36.19,50.54,44.31,41.97,50.36,37.27,42.24,37.81,31.14,40.97,38.04
2/7/2017 19:50,46.9,43.3,42,41.1,32.9,46.9,44.1,34.6,25.4,30,56.4,51.6,46,47.4,38.4,47,42.7,34.1,48.4,43.05,42.33,39.08,37.91,37.09,29.69,42.33,39.8,31.23,22.92,27.08,50.9,46.57,41.52,42.78,34.66,42.42,38.54,30.78,43.68,38.85
2/7/2017 19:55,49.7,44.8,40.7,41.1,31.5,44.7,39.9,33.9,24.4,27.5,53,46.1,36.3,50.3,32.2,42,37.8,32.3,47.2,39.825,44.85,40.43,36.73,37.09,28.43,40.34,36.01,30.59,22.02,24.82,47.83,41.61,32.76,45.4,29.06,37.91,34.11,29.15,42.6,35.94
2/7/2017 20:00,51.8,45.1,48.4,44.1,34.6,44.7,45.5,36.3,27.4,31.5,56.2,48.9,42.5,45.9,31.7,45.8,40.2,32.1,47.8,41.475,46.75,40.7,43.68,39.8,31.23,40.34,41.06,32.76,24.73,28.43,50.72,44.13,38.36,41.42,28.61,41.33,36.28,28.97,43.14,37.43
2/7/2017 20:05,48.6,47.6,48.1,44.4,38.1,48.2,44,38.2,30.8,32.4,57.9,49.3,42.4,43.7,35.8,44.3,41.2,35.7,44,41.3,43.86,42.96,43.41,40.07,34.39,43.5,39.71,34.48,27.8,29.24,52.25,44.49,38.27,39.44,32.31,39.98,37.18,32.22,39.71,37.27
2/7/2017 20:10,55.8,48.6,46.8,38.3,33.5,44.1,43.7,35.1,27,32.3,59.2,51.9,42.9,48.8,38.8,49.2,40.8,32.5,48.5,42.75,50.36,43.86,42.24,34.57,30.23,39.8,39.44,31.68,24.37,29.15,53.43,46.84,38.72,44.04,35.02,44.4,36.82,29.33,43.77,38.58
2/7/2017 20:15,44.2,47.7,43,38.7,32.8,46.9,41.8,32.6,26.2,32.3,56.9,49.8,41.7,44,35.3,47.5,43,31.9,47.9,42.575,39.89,43.05,38.81,34.93,29.6,42.33,37.72,29.42,23.65,29.15,51.35,44.94,37.63,39.71,31.86,42.87,38.81,28.79,43.23,38.42
2/7/2017 20:20,54.6,51.6,45.9,41.2,35.7,50.1,41,33.1,22.9,30.2,63.1,48,38.9,44.4,31.4,50.1,42.1,35,44.8,43,49.28,46.57,41.42,37.18,32.22,45.22,37,29.87,20.67,27.26,56.95,43.32,35.11,40.07,28.34,45.22,38,31.59,40.43,38.81
2/7/2017 20:25,54.7,41.3,43.7,44.5,34.3,49.2,41.6,37.5,28.5,31.3,58.1,45.4,42.3,51,36.8,50,42.9,34.5,52.4,44.95,49.37,37.27,39.44,40.16,30.96,44.4,37.54,33.84,25.72,28.25,52.44,40.97,38.18,46.03,33.21,45.13,38.72,31.14,47.29,40.57
2/7/2017 20:30,54.4,50.5,48.8,47.6,36.6,48.1,45.4,38.7,31.5,33.6,64.2,51.2,46.8,49.8,34.1,49.2,39.7,33.2,47.4,42.375,49.1,45.58,44.04,42.96,33.03,43.41,40.97,34.93,28.43,30.32,57.94,46.21,42.24,44.94,30.78,44.4,35.83,29.96,42.78,38.24
2/7/2017 20:35,57.3,50.67,49.3,42.1,43.2,47.4,43.8,36.6,27.5,36.9,62.2,51.7,44,46.8,43.7,50,41.5,34.2,47.3,43.25,51.71,45.73,44.49,38,38.99,42.78,39.53,33.03,24.82,33.3,56.14,46.66,39.71,42.24,39.44,45.13,37.45,30.87,42.69,39.03
2/7/2017 20:40,49.8,50,41.4,41.4,39.2,52.1,42.3,35.9,25.6,36.8,63.7,55,37.5,55,36.1,51.5,45,36.4,50.4,45.825,44.94,45.13,37.36,37.36,35.38,47.02,38.18,32.4,23.1,33.21,57.49,49.64,33.84,49.64,32.58,46.48,40.61,32.85,45.49,41.36
2/7/2017 20:45,52.8,32,49.5,46.2,38.8,48.3,40.1,36.2,25.7,33.9,61.8,51.2,42.2,50.5,40.4,47,42.5,33.7,49.7,43.225,47.65,28.88,44.67,41.7,35.02,43.59,36.19,32.67,23.19,30.59,55.77,46.21,38.09,45.58,36.46,42.42,38.36,30.41,44.85,39.01
2/7/2017 20:50,53.8,51.1,41.1,44.4,37.2,48.5,36,35.2,25.6,29.4,54.6,49.1,39.9,46.8,38.9,47.7,40.2,32.5,46.4,41.7,48.55,46.12,37.09,40.07,33.57,43.77,32.49,31.77,23.1,26.53,49.28,44.31,36.01,42.24,35.11,43.05,36.28,29.33,41.88,37.63
2/7/2017 20:55,51,44.3,46.9,43,41.2,48.5,39.7,36.9,27.8,33.7,60.8,51,38.4,55.2,39.9,48.5,40,33,47.1,42.15,46.03,39.98,42.33,38.81,37.18,43.77,35.83,33.3,25.09,30.41,54.87,46.03,34.66,49.82,36.01,43.77,36.1,29.78,42.51,38.04
2/7/2017 21:00,53.7,44.3,51.8,43.8,42.7,54.3,42.1,37.7,25,33.7,59.9,52.3,44.1,51,43.2,48.7,42.8,34.7,49.9,44.025,48.46,39.98,46.75,39.53,38.54,49.01,38,34.02,22.56,30.41,54.06,47.2,39.8,46.03,38.99,43.95,38.63,31.32,45.03,39.73
2/7/2017 21:05,55.2,44.22,44.2,42.4,43.4,49.1,42,34.4,27.7,35.2,62.2,52.8,39.8,57.4,39.2,44.6,40.7,35,52.5,43.2,49.82,39.91,39.89,38.27,39.17,44.31,37.91,31.05,25,31.77,56.14,47.65,35.92,51.8,35.38,40.25,36.73,31.59,47.38,38.99
2/7/2017 21:10,51.8,48.6,54.3,49.4,37.1,46.1,45.1,37.9,28.1,35,64.8,50.7,51,48.8,42.7,47.6,44,40.8,52.2,46.15,46.75,43.86,49.01,44.58,33.48,41.61,40.7,34.2,25.36,31.59,58.48,45.76,46.03,44.04,38.54,42.96,39.71,36.82,47.11,41.65
2/7/2017 21:15,53.2,52.2,50.6,44.4,41.1,49.2,47,38.2,29.9,30.8,63.1,52.8,48.1,52.6,40.7,50.8,45.2,38.6,45.9,45.125,48.01,47.11,45.67,40.07,37.09,44.4,42.42,34.48,26.98,27.8,56.95,47.65,43.41,47.47,36.73,45.85,40.79,34.84,41.42,40.73
2/7/2017 21:20,55.9,51.2,48.1,46,44.3,48.1,42.8,38.9,26.5,37.5,65.2,50.8,43.3,55.1,39.3,50.5,42.9,36.9,52.6,45.725,50.45,46.21,43.41,41.52,39.98,43.41,38.63,35.11,23.92,33.84,58.84,45.85,39.08,49.73,35.47,45.58,38.72,33.3,47.47,41.27
2/7/2017 21:25,59.2,51.8,51.1,40.6,43.4,51.7,45.7,38.1,28.3,37.3,68.4,55,45.1,46.7,43.8,50.1,43.5,36.7,46.3,44.15,53.43,46.75,46.12,36.64,39.17,46.66,41.24,34.39,25.54,33.66,61.73,49.64,40.7,42.15,39.53,45.22,39.26,33.12,41.79,39.85
2/7/2017 21:30,61.2,42.4,51.3,44.3,45,49.7,47.6,39.1,29,36.4,69.5,54.7,47.3,50.1,47.2,51.8,46.4,39.4,52.3,47.475,55.23,38.27,46.3,39.98,40.61,44.85,42.96,35.29,26.17,32.85,62.72,49.37,42.69,45.22,42.6,46.75,41.88,35.56,47.2,42.85
2/7/2017 21:35,66.2,57.2,53.1,46.2,46.2,54.7,44.5,39.2,34,40,72.8,57.3,47.7,61.2,47.7,55,47.7,37.8,44.8,46.325,59.75,51.62,47.92,41.7,41.7,49.37,40.16,35.38,30.69,36.1,65.7,51.71,43.05,55.23,43.05,49.64,43.05,34.11,40.43,41.81
2/7/2017 21:40,53.5,51.4,51.1,43.3,40.3,49.2,42.2,34.1,31.1,37.5,71.6,56.3,40.1,53.1,48.3,51.3,41.3,33.3,59,46.225,48.28,46.39,46.12,39.08,36.37,44.4,38.09,30.78,28.07,33.84,64.62,50.81,36.19,47.92,43.59,46.3,37.27,30.05,53.25,41.72
2/7/2017 21:45,58.4,53.7,52.5,48.4,44.9,54.6,43.2,39.9,32.4,36.4,69.4,49.2,47.6,56.3,46.2,53.8,45,34.8,57.7,47.825,52.71,48.46,47.38,43.68,40.52,49.28,38.99,36.01,29.24,32.85,62.63,44.4,42.96,50.81,41.7,48.55,40.61,31.41,52.07,43.16
2/7/2017 21:50,58.6,56.3,54.2,49.5,41.3,58.5,52.1,41.6,33.2,34.7,67.7,58.4,48.7,56.6,37.2,47.9,47,37.4,56.7,47.25,52.89,50.81,48.92,44.67,37.27,52.8,47.02,37.54,29.96,31.32,61.1,52.71,43.95,51.08,33.57,43.23,42.42,33.75,51.17,42.64
2/7/2017 21:55,60.7,53.3,44.9,49.1,41.5,53.7,46.9,43.1,28.9,32.1,67,54.9,51.5,48.9,47.9,46.2,49.1,40.2,53.2,47.175,54.78,48.1,40.52,44.31,37.45,48.46,42.33,38.9,26.08,28.97,60.47,49.55,46.48,44.13,43.23,41.7,44.31,36.28,48.01,42.58
2/7/2017 22:00,62.2,54.2,55.7,46.5,43.4,49.9,44.5,38.3,29.4,37.9,66.5,56.5,47.5,47.6,41.2,53.9,42.8,39.2,40.2,44.025,56.14,48.92,50.27,41.97,39.17,45.03,40.16,34.57,26.53,34.2,60.02,50.99,42.87,42.96,37.18,48.64,38.63,35.38,36.28,39.73
2/7/2017 22:05,56.1,57,50.9,44,44.7,56,49.8,39.1,32.4,36.1,68.3,60.9,49.2,52.3,45.5,54.6,46.8,38.1,57.8,49.325,50.63,51.44,45.94,39.71,40.34,50.54,44.94,35.29,29.24,32.58,61.64,54.96,44.4,47.2,41.06,49.28,42.24,34.39,52.16,44.52
2/7/2017 22:10,52.9,56.6,51.1,50.7,52.7,48.5,48.6,41.7,32.9,44.6,65.2,59.6,46.5,55,50.1,51.5,49.9,38.2,56.6,49.05,47.74,51.08,46.12,45.76,47.56,43.77,43.86,37.63,29.69,40.25,58.84,53.79,41.97,49.64,45.22,46.48,45.03,34.48,51.08,44.27
2/7/2017 22:15,58.2,58.1,50.1,43.7,40.1,52.9,49,39.9,30.4,42.6,66.6,58.7,48.1,56.8,47.7,50.7,49.8,38.9,55.5,48.725,52.53,52.44,45.22,39.44,36.19,47.74,44.22,36.01,27.44,38.45,60.11,52.98,43.41,51.26,43.05,45.76,44.94,35.11,50.09,43.97
2/7/2017 22:20,56.7,44.8,50.9,46.5,42.7,53.7,45.8,38.6,32.8,38.4,71.7,52.5,46.5,54.6,42.9,51,36.6,35.1,49.8,43.125,51.17,40.43,45.94,41.97,38.54,48.46,41.33,34.84,29.6,34.66,64.71,47.38,41.97,49.28,38.72,46.03,33.03,31.68,44.94,38.92
2/7/2017 22:25,59.2,55.1,57,45.6,44,55.8,48.5,43.7,34.1,38.5,70,61.7,48.5,58.8,47.4,54,42.3,33.9,55.6,46.45,53.43,49.73,51.44,41.15,39.71,50.36,43.77,39.44,30.78,34.75,63.18,55.68,43.77,53.07,42.78,48.74,38.18,30.59,50.18,41.92
2/7/2017 22:30,61.7,53.8,46.3,48.1,48.3,55,41.6,37.3,31,34.7,73.6,54.9,45.7,58.1,42.3,53.4,41.8,36.2,57.4,47.2,55.68,48.55,41.79,43.41,43.59,49.64,37.54,33.66,27.98,31.32,66.42,49.55,41.24,52.44,38.18,48.19,37.72,32.67,51.8,42.6
2/7/2017 22:35,52.2,58.1,54.1,53.7,43.3,55.5,49.9,41.7,35.6,34.1,69.6,59.8,48.5,58.3,40.1,52.6,47.3,38.2,52.7,47.7,47.11,52.44,48.83,48.46,39.08,50.09,45.03,37.63,32.13,30.78,62.81,53.97,43.77,52.62,36.19,47.47,42.69,34.48,47.56,43.05
2/7/2017 22:40,52.5,52.1,55.2,44.7,43.4,56.5,45.6,42.1,37,40.1,69.1,57.2,49.7,58.7,50.25,53,47.4,44.1,59.1,50.9,47.38,47.02,49.82,40.34,39.17,50.99,41.15,38,33.39,36.19,62.36,51.62,44.85,52.98,45.35,47.83,42.78,39.8,53.34,45.94
2/7/2017 22:45,58.56,54.9,55.8,49.8,39.9,51.2,45.3,36.9,30.8,35.1,70.9,60.4,49.5,50.1,43.4,53.1,45.3,38.8,54.1,47.825,52.85,49.55,50.36,44.94,36.01,46.21,40.88,33.3,27.8,31.68,63.99,54.51,44.67,45.22,39.17,47.92,40.88,35.02,48.83,43.16
2/7/2017 22:50,64.33,59,47.8,41.6,41,60,47,35.3,29.4,35,71.4,63.3,41.3,58.6,40.3,51.78,47.1,36.6,52.6,47.02,58.06,53.25,43.14,37.54,37,54.15,42.42,31.86,26.53,31.59,64.44,57.13,37.27,52.89,36.37,46.73,42.51,33.03,47.47,42.44
2/7/2017 22:55,59.9,58.7,45.9,53.78,50.1,55.2,44.2,37.7,30.8,45.5,72.7,59.4,44.9,59.7,51.2,52.1,43.8,34.8,55.6,46.575,54.06,52.98,41.42,48.54,45.22,49.82,39.89,34.02,27.8,41.06,65.61,53.61,40.52,53.88,46.21,47.02,39.53,31.41,50.18,42.03
2/7/2017 23:00,64.4,44.4,54,47.9,52.3,56.6,48.4,36.8,34.3,40.6,73.8,52.5,45,64.3,43.2,51.1,45.6,32.1,57.2,46.5,58.12,40.07,48.74,43.23,47.2,51.08,43.68,33.21,30.96,36.64,66.6,47.38,40.61,58.03,38.99,46.12,41.15,28.97,51.62,41.97
2/7/2017 23:05,66.8,45.25,56.8,50,50.8,58.9,46.2,37.8,36.3,43.8,64.7,59,48.3,59.9,54.44,53.9,44.7,36.4,55.8,47.7,60.29,40.84,51.26,45.13,45.85,53.16,41.7,34.11,32.76,39.53,58.39,53.25,43.59,54.06,49.13,48.64,40.34,32.85,50.36,43.05
2/7/2017 23:10,65.8,45.25,50.6,51.9,43.1,61.1,54.1,38.3,32.7,33.2,72.6,60.5,49.3,48.7,51.4,55.9,45.2,42.1,57.1,50.075,59.38,40.84,45.67,46.84,38.9,55.14,48.83,34.57,29.51,29.96,65.52,54.6,44.49,43.95,46.39,50.45,40.79,38,51.53,45.19
2/7/2017 23:15,63,50.17,45.7,45.6,43.2,52.8,41.1,34,26.4,32.6,74.3,66.5,40.7,53.7,44.6,55,40.3,30.8,55.8,45.475,56.86,45.28,41.24,41.15,38.99,47.65,37.09,30.69,23.83,29.42,67.06,60.02,36.73,48.46,40.25,49.64,36.37,27.8,50.36,41.04
2/7/2017 23:20,60.2,60.6,52,55.7,41.7,56.3,42.5,42.1,33.7,34.22,71.4,57.5,50.7,54.5,45.4,56.2,48.7,35.4,47.8,47.025,54.33,54.69,46.93,50.27,37.63,50.81,38.36,38,30.41,30.88,64.44,51.89,45.76,49.19,40.97,50.72,43.95,31.95,43.14,42.44
