,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
623,60.25,52.0,48.3,36.9,36.63,62.7,36.2,38.7,28.1,30.14,79.22,57.4,37.9,57.1,44.14,50.5,57.89,39.2,33.4,44.5,43.7475,50.76,54.38,46.93,43.59,33.3,32.4,35.38,56.59,32.67,34.93,25.36,27.2,71.5,51.8,34.2,51.53,39.84,52.25,35.38,30.14,40.16,39.48
624,68.75,60.67,49.9,45.4,48.11,64.67,42.3,39.8,36.5,40.0,78.44,56.0,40.3,59.7,39.86,52.8,59.17,38.4,38.5,57.8,48.4675,49.53,62.05,54.75,45.03,40.97,42.55,34.66,58.36,38.18,35.92,32.94,36.1,70.79,50.54,36.37,53.88,35.97,53.4,34.66,34.75,52.16,43.74
625,64.0,55.8,46.8,45.0,28.0,66.8,40.9,34.4,32.2,34.17,80.5,56.3,42.5,55.6,54.33,49.18,66.83,40.5,32.3,56.0,48.9075,49.79,57.76,50.36,42.24,40.61,24.76,36.55,60.29,36.91,31.05,29.06,30.84,72.65,50.81,38.36,50.18,49.03,60.31,36.55,29.15,50.54,44.14
626,63.13,54.9,45.5,41.5,45.56,63.88,42.1,33.0,26.9,43.3,82.38,56.6,38.0,56.2,36.0,49.71,61.63,39.2,34.9,60.9,49.1575,50.06,56.97,49.55,41.06,37.45,40.3,35.38,57.65,38.0,29.78,24.28,39.08,74.35,51.08,34.3,50.72,32.49,55.62,35.38,31.5,54.96,44.36
627,64.57,47.0,47.1,37.7,47.8,70.6,39.2,34.1,29.5,35.78,86.9,50.6,37.4,62.0,40.5,54.84,60.63,41.3,36.0,58.7,49.1575,44.76,58.27,42.42,42.51,34.02,42.28,37.27,63.72,35.38,30.78,26.62,32.29,78.43,45.67,33.75,55.96,36.55,54.72,37.27,32.49,52.98,44.36
628,77.33,62.1,43.2,44.0,47.5,72.25,43.8,34.8,33.6,38.9,78.5,55.0,38.7,66.0,51.38,58.38,66.63,44.4,42.2,57.0,52.5575,48.65,69.79,56.05,38.99,39.71,42.01,40.07,65.21,39.53,31.41,30.32,35.11,70.85,49.64,34.93,59.57,46.37,60.13,40.07,38.09,51.44,47.43
629,66.57,55.0,46.3,42.5,40.1,65.4,43.1,30.0,33.6,26.67,76.5,58.1,36.8,54.4,39.67,48.12,58.67,43.4,32.6,61.22,48.9725,51.39,60.08,49.64,41.79,38.36,35.47,39.17,59.02,38.9,27.08,30.32,24.07,69.04,52.44,33.21,49.1,35.8,52.95,39.17,29.42,55.25,44.2
630,65.2,60.7,48.5,44.1,42.4,74.6,44.7,38.4,32.9,34.11,86.9,59.0,40.78,53.6,43.6,47.4,70.2,42.8,33.3,49.1,48.85,52.19,58.84,54.78,43.77,39.8,37.5,38.63,67.33,40.34,34.66,29.69,30.78,78.43,53.25,36.8,48.37,39.35,63.36,38.63,30.05,44.31,44.09
631,62.88,53.3,49.5,42.5,38.9,62.1,44.1,32.6,29.7,35.33,81.1,60.2,39.8,51.1,47.8,45.2,68.75,42.1,36.1,46.2,48.2875,53.24,56.75,48.1,44.67,38.36,34.41,38.0,56.05,39.8,29.42,26.8,31.89,73.19,54.33,35.92,46.12,43.14,62.05,38.0,32.58,41.7,43.58
632,66.63,58.2,45.7,37.9,37.56,58.9,42.0,31.8,29.3,36.22,74.4,52.0,31.6,45.7,38.67,40.42,60.57,43.1,37.8,46.7,47.0425,45.99,60.13,52.53,41.24,34.2,33.22,38.9,53.16,37.91,28.7,26.44,32.69,67.15,46.93,28.52,41.24,34.9,54.66,38.9,34.11,42.15,42.46
633,59.33,56.3,42.7,40.3,47.3,61.4,40.6,33.1,28.2,34.78,75.2,55.7,32.1,52.2,46.78,46.17,57.56,39.6,29.3,56.2,45.665,49.26,53.55,50.81,38.54,36.37,41.84,35.74,55.41,36.64,29.87,25.45,31.39,67.87,50.27,28.97,47.11,42.22,51.95,35.74,26.44,50.72,41.21
634,63.56,54.5,44.1,42.5,46.6,61.6,41.6,32.4,29.3,33.5,70.2,59.1,38.5,54.8,43.0,48.47,58.6,39.7,33.8,45.9,44.5,52.27,57.36,49.19,39.8,38.36,41.22,35.83,55.59,37.54,29.24,26.44,30.23,63.36,53.34,34.75,49.46,38.81,52.89,35.83,30.5,41.42,40.16
635,62.13,56.5,45.5,39.0,27.7,65.1,44.4,36.3,30.3,35.89,66.22,54.8,39.5,53.8,42.67,47.58,57.2,40.8,38.0,51.5,46.875,48.47,56.07,50.99,41.06,35.2,24.5,36.82,58.75,40.07,32.76,27.35,32.39,59.76,49.46,35.65,48.55,38.51,51.62,36.82,34.3,46.48,42.3
636,62.7,58.4,43.2,42.9,39.7,61.0,41.4,29.5,29.1,31.78,69.8,54.4,33.3,54.5,40.3,48.21,53.8,40.6,29.8,46.0,42.55,48.12,56.59,52.71,38.99,38.72,35.11,36.64,55.05,37.36,26.62,26.26,28.68,62.99,49.1,30.05,49.19,36.37,48.55,36.64,26.89,41.52,38.4
637,61.9,51.1,45.4,43.4,37.8,57.0,43.3,34.7,28.0,32.3,69.0,56.8,40.4,42.3,41.2,37.42,47.7,42.9,33.9,43.0,41.875,50.23,55.86,46.12,40.97,39.17,33.43,38.72,51.44,39.08,31.32,25.27,29.15,62.27,51.26,36.46,38.18,37.18,43.05,38.72,30.59,38.81,37.79
638,51.7,50.9,46.2,36.0,37.8,51.9,44.2,30.6,27.3,39.11,65.7,53.3,32.1,44.5,41.2,39.36,46.7,39.9,29.7,41.8,39.525,47.14,46.66,45.94,41.7,32.49,33.43,36.01,46.84,39.89,27.62,24.64,35.3,59.29,48.1,28.97,40.16,37.18,42.15,36.01,26.8,37.72,35.67
639,61.4,53.3,44.8,39.6,42.6,56.7,43.9,36.5,29.1,37.7,66.0,53.2,40.9,53.5,46.0,47.31,48.4,43.5,32.8,53.0,44.425,47.05,55.41,48.1,40.43,35.74,37.68,39.26,51.17,39.62,32.94,26.26,34.02,59.57,48.01,36.91,48.28,41.52,43.68,39.26,29.6,47.83,40.09
640,60.5,58.2,44.3,43.2,45.2,51.9,46.2,36.8,32.9,41.4,67.6,57.8,40.7,52.3,43.2,46.26,46.3,43.1,34.5,49.1,43.25,51.12,54.6,52.53,39.98,38.99,39.97,38.9,46.84,41.7,33.21,29.69,37.36,61.01,52.16,36.73,47.2,38.99,41.79,38.9,31.14,44.31,39.03
641,56.7,53.9,48.1,42.7,33.4,51.3,46.2,38.3,31.8,29.2,61.4,57.1,42.8,54.3,40.5,48.03,49.9,46.4,35.6,52.0,45.975,50.5,51.17,48.64,43.41,38.54,29.54,41.88,46.3,41.7,34.57,28.7,26.35,55.41,51.53,38.63,49.01,36.55,45.03,41.88,32.13,46.93,41.49
642,64.5,53.5,47.0,40.7,39.3,53.5,48.6,36.0,28.1,36.5,61.7,58.8,43.4,55.5,45.4,49.09,51.4,44.8,36.9,51.6,46.175,52.01,58.21,48.28,42.42,36.73,34.76,40.43,48.28,43.86,32.49,25.36,32.94,55.68,53.07,39.17,50.09,40.97,46.39,40.43,33.3,46.57,41.67
643,60.9,48.8,48.2,43.7,42.0,53.8,43.7,33.8,28.3,33.8,67.9,57.0,40.3,46.5,43.6,41.13,49.8,42.5,32.0,36.7,40.25,50.41,54.96,44.04,43.5,39.44,37.15,38.36,48.55,39.44,30.5,25.54,30.5,61.28,51.44,36.37,41.97,39.35,44.94,38.36,28.88,33.12,36.33
644,61.9,56.7,47.6,42.4,36.3,57.3,48.4,35.4,28.8,31.4,62.3,57.5,41.9,48.0,41.7,42.45,51.9,44.0,32.8,49.3,44.5,50.85,55.86,51.17,42.96,38.27,32.1,39.71,51.71,43.68,31.95,25.99,28.34,56.23,51.89,37.81,43.32,37.63,46.84,39.71,29.6,44.49,40.16
645,62.4,55.4,43.7,41.3,38.2,57.2,43.0,31.3,32.2,34.0,71.3,59.1,39.3,51.1,42.9,45.2,50.9,42.4,32.4,51.7,44.35,52.27,56.32,50.0,39.44,37.27,33.79,38.27,51.62,38.81,28.25,29.06,30.69,64.35,53.34,35.47,46.12,38.72,45.94,38.27,29.24,46.66,40.03
646,61.2,52.9,48.5,43.7,43.7,53.5,45.5,38.3,32.3,38.5,66.1,58.1,46.4,47.0,45.7,41.57,49.3,41.8,33.3,50.0,43.6,51.39,55.23,47.74,43.77,39.44,38.65,37.72,48.28,41.06,34.57,29.15,34.75,59.66,52.44,41.88,42.42,41.24,44.49,37.72,30.05,45.13,39.35
647,64.5,55.0,45.6,40.1,39.7,51.3,43.7,35.3,31.4,36.2,68.4,58.1,40.7,48.7,42.6,43.07,53.4,43.4,32.5,51.7,45.25,51.39,58.21,49.64,41.15,36.19,35.11,39.17,46.3,39.44,31.86,28.34,32.67,61.73,52.44,36.73,43.95,38.45,48.19,39.17,29.33,46.66,40.84
648,62.5,54.9,47.3,35.9,37.1,56.5,48.5,34.8,30.3,35.3,69.3,58.0,43.9,43.4,42.0,38.39,48.1,48.8,35.7,43.5,44.025,51.3,56.41,49.55,42.69,32.4,32.81,44.04,50.99,43.77,31.41,27.35,31.86,62.54,52.35,39.62,39.17,37.91,43.41,44.04,32.22,39.26,39.73
649,62.1,55.5,42.5,40.2,37.2,51.9,41.6,34.0,28.8,30.0,61.2,54.7,37.2,52.4,36.4,46.34,47.3,42.8,28.1,49.4,41.9,48.38,56.05,50.09,38.36,36.28,32.9,38.63,46.84,37.54,30.69,25.99,27.08,55.23,49.37,33.57,47.29,32.85,42.69,38.63,25.36,44.58,37.81
650,54.7,52.9,39.5,43.0,37.2,51.8,41.8,37.4,31.3,29.8,63.5,54.2,40.3,52.5,39.9,46.43,52.8,45.1,35.2,47.9,45.25,47.94,49.37,47.74,35.65,38.81,32.9,40.7,46.75,37.72,33.75,28.25,26.89,57.31,48.92,36.37,47.38,36.01,47.65,40.7,31.77,43.23,40.84
651,62.3,52.7,51.3,43.4,36.7,58.0,47.2,38.7,30.1,31.8,64.8,56.4,45.9,50.1,39.8,44.32,50.9,44.8,33.7,52.8,45.55,49.88,56.23,47.56,46.3,39.17,32.46,40.43,52.35,42.6,34.93,27.17,28.7,58.48,50.9,41.42,45.22,35.92,45.94,40.43,30.41,47.65,41.11
652,60.6,52.2,50.0,43.1,35.4,52.6,42.9,35.5,29.0,30.7,60.8,57.1,44.2,51.1,41.5,45.2,51.8,46.2,35.8,48.9,45.675,50.5,54.69,47.11,45.13,38.9,31.31,41.7,47.47,38.72,32.04,26.17,27.71,54.87,51.53,39.89,46.12,37.45,46.75,41.7,32.31,44.13,41.22
653,57.8,55.9,46.5,47.9,35.3,51.6,44.5,36.6,30.0,33.4,58.3,56.0,39.4,54.0,36.3,47.77,48.8,36.8,32.2,46.7,41.125,49.53,52.16,50.45,41.97,43.23,31.22,33.21,46.57,40.16,33.03,27.08,30.14,52.62,50.54,35.56,48.74,32.76,44.04,33.21,29.06,42.15,37.12
654,57.7,55.7,49.9,45.7,40.4,50.2,42.2,38.6,33.0,37.9,61.7,54.7,42.9,59.2,44.1,52.36,50.6,42.5,33.1,57.9,46.025,48.38,52.07,50.27,45.03,41.24,35.73,38.36,45.31,38.09,34.84,29.78,34.2,55.68,49.37,38.72,53.43,39.8,45.67,38.36,29.87,52.25,41.54
655,61.2,49.8,53.3,48.4,41.1,49.8,46.8,35.1,30.7,36.8,55.8,51.8,42.4,51.7,42.3,45.73,43.3,39.2,31.5,51.4,41.35,45.82,55.23,44.94,48.1,43.68,36.35,35.38,44.94,42.24,31.68,27.71,33.21,50.36,46.75,38.27,46.66,38.18,39.08,35.38,28.43,46.39,37.32
656,61.6,55.9,52.2,52.2,46.6,51.1,48.3,40.4,31.7,32.4,61.3,56.3,48.2,49.8,42.8,44.04,34.67,44.4,36.2,49.4,41.1675,49.79,55.59,50.45,47.11,47.11,41.22,40.07,46.12,43.59,36.46,28.61,29.24,55.32,50.81,43.5,44.94,38.63,31.29,40.07,32.67,44.58,37.15
657,58.5,53.5,48.8,50.4,41.8,50.4,43.2,38.9,32.7,38.1,63.7,57.6,48.1,59.4,42.8,52.54,43.3,45.6,37.9,50.8,44.4,50.94,52.8,48.28,44.04,45.49,36.97,41.15,45.49,38.99,35.11,29.51,34.39,57.49,51.98,43.41,53.61,38.63,39.08,41.15,34.2,45.85,40.07
658,61.4,56.4,48.4,46.3,44.3,51.8,43.4,37.1,31.1,38.8,64.3,51.0,41.0,50.1,43.8,44.32,48.6,43.5,36.1,52.4,45.15,45.11,55.41,50.9,43.68,41.79,39.18,39.26,46.75,39.17,33.48,28.07,35.02,58.03,46.03,37.0,45.22,39.53,43.86,39.26,32.58,47.29,40.75
659,60.4,57.2,52.4,48.7,44.4,51.1,44.6,34.3,35.2,40.4,64.1,57.1,45.7,53.4,47.2,47.23,44.1,41.5,39.1,57.8,45.625,50.5,54.51,51.62,47.29,43.95,39.27,37.45,46.12,40.25,30.96,31.77,36.46,57.85,51.53,41.24,48.19,42.6,39.8,37.45,35.29,52.16,41.18
660,56.9,56.2,49.0,48.5,39.3,47.8,44.6,38.1,33.2,35.3,65.0,45.9,44.5,47.4,45.9,41.92,46.9,41.6,36.1,54.4,44.75,40.59,51.35,50.72,44.22,43.77,34.76,37.54,43.14,40.25,34.39,29.96,31.86,58.66,41.42,40.16,42.78,41.42,42.33,37.54,32.58,49.1,40.39
661,61.3,51.1,50.7,47.9,44.7,47.5,44.8,39.2,31.0,37.8,62.5,56.9,42.6,52.6,45.3,46.52,46.5,43.3,36.3,47.7,43.45,50.32,55.32,46.12,45.76,43.23,39.53,39.08,42.87,40.43,35.38,27.98,34.11,56.41,51.35,38.45,47.47,40.88,41.97,39.08,32.76,43.05,39.21
662,61.1,55.8,49.9,42.6,41.4,48.5,39.8,32.7,28.6,38.4,60.4,52.4,42.6,49.0,38.8,43.34,44.2,37.7,30.9,48.3,40.275,46.34,55.14,50.36,45.03,38.45,36.61,34.02,43.77,35.92,29.51,25.81,34.66,54.51,47.29,38.45,44.22,35.02,39.89,34.02,27.89,43.59,36.35
663,58.1,52.1,45.4,45.7,39.6,49.5,38.7,35.3,28.1,32.8,62.0,48.7,39.6,57.0,40.6,50.41,44.8,40.4,34.1,50.9,42.55,43.07,52.44,47.02,40.97,41.24,35.03,36.46,44.67,34.93,31.86,25.36,29.6,55.96,43.95,35.74,51.44,36.64,40.43,36.46,30.78,45.94,38.4
664,55.2,50.4,46.7,46.0,39.3,44.6,40.7,35.4,31.0,37.6,61.6,51.3,43.8,55.6,41.6,49.18,42.3,35.1,30.6,47.0,38.75,45.37,49.82,45.49,42.15,41.52,34.76,31.68,40.25,36.73,31.95,27.98,33.93,55.59,46.3,39.53,50.18,37.54,38.18,31.68,27.62,42.42,34.97
665,56.2,50.6,47.7,45.2,46.3,48.6,45.8,37.7,34.7,39.8,60.7,53.0,41.6,54.1,43.3,47.85,41.2,40.6,32.1,52.7,41.65,46.87,50.72,45.67,43.05,40.79,40.95,36.64,43.86,41.33,34.02,31.32,35.92,54.78,47.83,37.54,48.83,39.08,37.18,36.64,28.97,47.56,37.59
666,58.7,45.0,52.8,47.9,39.8,50.1,45.6,38.6,32.9,37.2,65.9,54.3,44.9,53.3,41.1,47.14,43.0,40.5,38.8,53.2,43.875,48.03,52.98,40.61,47.65,43.23,35.2,36.55,45.22,41.15,34.84,29.69,33.57,59.47,49.01,40.52,48.1,37.09,38.81,36.55,35.02,48.01,39.6
667,58.4,50.9,43.9,43.0,41.3,48.0,41.5,36.7,29.4,35.3,62.5,48.2,40.0,48.8,36.7,43.16,45.2,34.8,32.3,52.0,41.075,42.63,52.71,45.94,39.62,38.81,36.52,31.41,43.32,37.45,33.12,26.53,31.86,56.41,43.5,36.1,44.04,33.12,40.79,31.41,29.15,46.93,37.07
668,61.2,48.3,48.1,42.8,43.4,51.0,45.7,36.6,32.1,41.8,54.9,45.8,39.3,53.2,45.1,47.05,41.2,39.7,33.3,40.0,38.55,40.5,55.23,43.59,43.41,38.63,38.39,35.83,46.03,41.24,33.03,28.97,37.72,49.55,41.33,35.47,48.01,40.7,37.18,35.83,30.05,36.1,34.79
669,64.0,60.4,55.9,48.8,44.4,56.5,47.0,41.6,35.0,42.1,61.2,56.4,42.9,53.5,46.0,47.31,47.2,43.7,35.9,55.4,45.55,49.88,57.76,54.51,50.45,44.04,39.27,39.44,50.99,42.42,37.54,31.59,38.0,55.23,50.9,38.72,48.28,41.52,42.6,39.44,32.4,50.0,41.11
670,61.6,43.0,54.9,47.6,41.4,50.2,42.5,41.3,34.1,35.6,61.5,54.2,45.6,56.0,44.3,49.53,47.9,45.2,38.5,55.3,46.725,47.94,55.59,38.81,49.55,42.96,36.61,40.79,45.31,38.36,37.27,30.78,32.13,55.5,48.92,41.15,50.54,39.98,43.23,40.79,34.75,49.91,42.17
671,58.0,53.3,50.7,45.1,43.2,53.2,47.6,39.6,31.9,34.8,66.6,54.7,42.9,49.4,41.6,43.69,45.2,43.2,35.1,43.0,41.625,48.38,52.35,48.1,45.76,40.7,38.21,38.99,48.01,42.96,35.74,28.79,31.41,60.11,49.37,38.72,44.58,37.54,40.79,38.99,31.68,38.81,37.57
672,60.7,54.3,52.3,49.2,46.9,52.0,40.8,39.1,36.0,38.3,61.0,53.8,46.7,58.3,43.4,51.57,48.7,43.0,34.2,54.4,45.075,47.58,54.78,49.01,47.2,44.4,41.48,38.81,46.93,36.82,35.29,32.49,34.57,55.05,48.55,42.15,52.62,39.17,43.95,38.81,30.87,49.1,40.68
673,56.3,52.2,51.3,48.7,42.8,52.0,48.4,37.4,32.1,37.7,62.1,56.1,42.5,57.4,38.2,50.76,42.9,39.7,33.4,50.6,41.65,49.62,50.81,47.11,46.3,43.95,37.86,35.83,46.93,43.68,33.75,28.97,34.02,56.05,50.63,38.36,51.8,34.48,38.72,35.83,30.14,45.67,37.59
674,47.7,50.1,47.2,46.7,46.9,50.1,44.7,40.7,31.3,44.1,64.2,55.0,46.2,56.3,47.3,49.79,35.7,32.3,24.3,44.4,34.175,48.65,43.05,45.22,42.6,42.15,41.48,29.15,45.22,40.34,36.73,28.25,39.8,57.94,49.64,41.7,50.81,42.69,32.22,29.15,21.93,40.07,30.84
675,64.8,58.3,47.5,47.4,42.7,53.4,41.6,36.3,30.3,35.4,67.3,52.3,39.3,57.3,45.6,50.68,48.4,39.0,33.2,50.2,42.7,46.26,58.48,52.62,42.87,42.78,37.77,35.2,48.19,37.54,32.76,27.35,31.95,60.74,47.2,35.47,51.71,41.15,43.68,35.2,29.96,45.31,38.54
676,66.7,60.1,53.3,49.9,52.6,50.8,49.9,42.0,33.1,37.6,60.5,62.3,43.8,51.6,51.9,45.64,49.1,41.0,37.1,57.2,46.1,55.11,60.2,54.24,48.1,45.03,46.52,37.0,45.85,45.03,37.91,29.87,33.93,54.6,56.23,39.53,46.57,46.84,44.31,37.0,33.48,51.62,41.61
677,65.8,60.3,53.8,53.7,48.1,55.4,49.7,41.8,36.0,39.4,64.0,57.7,45.7,54.3,46.0,48.03,51.1,47.8,37.2,51.1,46.8,51.03,59.38,54.42,48.55,48.46,42.54,43.14,50.0,44.85,37.72,32.49,35.56,57.76,52.07,41.24,49.01,41.52,46.12,43.14,33.57,46.12,42.24
678,65.5,59.3,54.4,44.9,41.2,55.3,48.2,40.9,34.2,35.8,65.0,63.7,48.8,50.9,41.0,45.02,53.6,46.0,39.8,51.4,47.7,56.34,59.11,53.52,49.1,40.52,36.44,41.52,49.91,43.5,36.91,30.87,32.31,58.66,57.49,44.04,45.94,37.0,48.37,41.52,35.92,46.39,43.05
679,66.0,59.3,55.6,51.3,37.8,55.4,48.2,41.0,35.7,37.2,66.8,62.5,45.9,59.6,36.6,52.71,53.3,48.8,39.5,57.7,49.825,55.28,59.57,53.52,50.18,46.3,33.43,44.04,50.0,43.5,37.0,32.22,33.57,60.29,56.41,41.42,53.79,33.03,48.1,44.04,35.65,52.07,44.97
680,66.1,62.7,53.5,44.3,41.7,54.5,51.6,40.0,33.4,34.9,64.4,62.8,43.2,52.1,43.7,46.08,52.6,45.8,37.9,49.2,46.375,55.55,59.66,56.59,48.28,39.98,36.88,41.33,49.19,46.57,36.1,30.14,31.5,58.12,56.68,38.99,47.02,39.44,47.47,41.33,34.2,44.4,41.85
681,62.6,54.5,51.9,43.2,46.8,52.6,49.0,39.1,34.7,34.7,67.0,57.2,47.0,49.1,43.9,43.42,50.8,43.3,37.1,47.5,44.675,50.59,56.5,49.19,46.84,38.99,41.4,39.08,47.47,44.22,35.29,31.32,31.32,60.47,51.62,42.42,44.31,39.62,45.85,39.08,33.48,42.87,40.32
682,66.38,56.38,48.75,49.25,42.5,55.0,48.25,37.5,29.13,35.5,71.0,63.88,48.38,51.13,31.25,45.22,49.75,45.5,33.13,49.13,44.3775,56.5,59.91,50.88,44.0,44.45,37.59,41.06,49.64,43.55,33.84,26.29,32.04,64.08,57.65,43.66,46.14,28.2,44.9,41.06,29.9,44.34,40.05
683,63.7,54.6,50.9,45.2,35.0,50.6,49.9,38.9,31.0,37.89,66.9,60.8,38.9,56.0,39.2,49.53,53.5,46.2,34.7,41.6,44.0,53.77,57.49,49.28,45.94,40.79,30.96,41.7,45.67,45.03,35.11,27.98,34.2,60.38,54.87,35.11,50.54,35.38,48.28,41.7,31.32,37.54,39.71
684,55.5,56.6,47.4,44.6,32.5,49.7,47.1,35.2,29.4,31.1,69.2,61.3,41.3,50.5,40.7,44.67,47.1,43.9,32.5,52.6,44.025,54.21,50.09,51.08,42.78,40.25,28.74,39.62,44.85,42.51,31.77,26.53,28.07,62.45,55.32,37.27,45.58,36.73,42.51,39.62,29.33,47.47,39.73
685,59.0,53.78,46.89,48.78,46.22,50.67,45.67,40.44,35.11,38.67,62.67,54.22,46.44,54.89,44.67,48.55,47.67,44.33,35.56,53.22,45.195,47.95,53.25,48.54,42.32,44.02,40.88,40.01,45.73,41.22,36.5,31.69,34.9,56.56,48.93,41.91,49.54,40.31,43.02,40.01,32.09,48.03,40.79
686,54.89,58.44,42.22,48.0,39.44,47.11,42.33,38.11,31.89,28.0,66.89,55.67,42.56,52.67,39.33,46.58,51.22,44.44,30.67,43.33,42.415,49.24,49.54,52.74,38.1,43.32,34.88,40.11,42.52,38.2,34.39,28.78,25.27,60.37,50.24,38.41,47.53,35.5,46.23,40.11,27.68,39.11,38.28
687,58.0,56.0,46.44,47.56,34.33,46.22,47.44,37.56,34.67,33.56,66.89,58.0,43.44,53.67,43.22,47.47,47.33,45.11,32.11,57.56,45.5275,51.3,52.35,50.54,41.91,42.92,30.36,40.71,41.71,42.81,33.9,31.29,30.29,60.37,52.35,39.2,48.44,39.01,42.72,40.71,28.98,51.95,41.09
688,62.67,57.22,51.44,50.33,41.22,55.89,48.11,41.0,32.33,35.44,68.33,55.33,52.11,55.44,39.0,49.03,49.56,46.0,38.78,46.44,45.195,48.94,56.56,51.64,46.42,45.42,36.46,41.52,50.44,43.42,37.0,29.18,31.98,61.67,49.94,47.03,50.03,35.2,44.73,41.52,35.0,41.91,40.79
689,62.6,57.0,45.6,46.1,45.2,55.6,44.9,38.4,34.8,38.1,63.3,61.0,46.4,53.9,37.2,47.67,52.5,42.7,34.7,50.9,45.2,53.95,56.5,51.44,41.15,41.61,39.97,38.54,50.18,40.52,34.66,31.41,34.39,57.13,55.05,41.88,48.64,33.57,47.38,38.54,31.32,45.94,40.79
690,63.1,55.5,43.6,47.1,42.1,52.2,40.6,34.8,32.8,38.0,67.9,55.7,33.5,57.9,38.9,51.21,50.8,43.1,35.9,53.5,45.825,49.26,56.95,50.09,39.35,42.51,37.24,38.9,47.11,36.64,31.41,29.6,34.3,61.28,50.27,30.23,52.25,35.11,45.85,38.9,32.4,48.28,41.36
691,64.5,60.33,43.5,40.88,40.63,51.25,40.63,30.25,24.63,28.38,64.75,57.5,40.88,45.63,42.38,40.36,47.63,37.75,29.88,52.88,42.035,50.85,58.21,54.45,39.26,36.89,35.94,34.07,46.25,36.67,27.3,22.23,25.61,58.44,51.89,36.89,41.18,38.25,42.99,34.07,26.97,47.72,37.94
692,58.0,57.5,46.63,47.25,43.38,50.38,43.38,32.5,28.13,36.63,63.75,52.38,38.63,42.63,40.63,37.7,45.75,36.88,29.0,52.88,41.1275,46.32,52.35,51.89,42.08,42.64,38.37,33.28,45.47,39.15,29.33,25.39,33.06,57.53,47.27,34.86,38.47,36.67,41.29,33.28,26.17,47.72,37.12
693,59.75,51.5,45.0,41.88,34.63,53.38,40.75,30.38,28.0,38.5,64.5,57.63,42.75,47.5,44.0,42.01,47.38,43.63,30.13,47.25,42.0975,50.97,53.92,46.48,40.61,37.8,30.63,39.38,48.18,36.78,27.42,25.27,34.75,58.21,52.01,38.58,42.87,39.71,42.76,39.38,27.19,42.64,37.99
694,62.3,53.8,47.0,41.8,32.6,50.2,43.5,33.5,31.1,38.0,62.6,55.7,35.7,58.2,37.7,51.48,41.1,31.9,27.0,47.7,36.925,49.26,56.23,48.55,42.42,37.72,28.83,28.79,45.31,39.26,30.23,28.07,34.3,56.5,50.27,32.22,52.53,34.02,37.09,28.79,24.37,43.05,33.32
695,35.25,55.25,49.38,45.88,36.5,51.5,44.75,37.5,30.88,29.63,68.63,56.88,42.63,56.75,36.38,50.2,47.63,38.0,33.0,41.75,40.095,50.3,31.81,49.86,44.57,41.41,32.28,34.3,46.48,40.39,33.84,27.87,26.74,61.94,51.33,38.47,51.22,32.83,42.99,34.3,29.78,37.68,36.19
696,61.14,55.0,42.9,41.2,36.2,49.8,38.9,31.4,28.2,33.6,66.1,53.2,35.8,55.1,37.4,48.74,50.1,40.2,32.0,44.3,41.65,47.05,55.18,49.64,38.72,37.18,32.02,36.28,44.94,35.11,28.34,25.45,30.32,59.66,48.01,32.31,49.73,33.75,45.22,36.28,28.88,39.98,37.59
697,58.3,53.7,40.9,38.1,36.7,48.2,39.9,30.3,26.4,29.4,63.6,55.9,33.4,51.6,36.3,45.64,49.0,39.8,30.6,42.6,40.5,49.44,52.62,48.46,36.91,34.39,32.46,35.92,43.5,36.01,27.35,23.83,26.53,57.4,50.45,30.14,46.57,32.76,44.22,35.92,27.62,38.45,36.55
698,57.2,49.4,41.6,36.0,33.4,46.7,38.4,31.8,23.9,26.8,61.0,55.0,37.9,45.5,29.7,40.24,45.6,36.7,27.8,40.6,37.675,48.65,51.62,44.58,37.54,32.49,29.54,33.12,42.15,34.66,28.7,21.57,24.19,55.05,49.64,34.2,41.06,26.8,41.15,33.12,25.09,36.64,34.0
699,58.88,51.38,45.38,34.88,31.13,50.88,38.0,32.0,27.88,31.63,62.63,53.63,40.75,49.0,30.75,43.34,51.5,43.13,28.13,36.88,39.91,47.43,53.14,46.37,40.96,31.48,27.53,38.92,45.92,34.3,28.88,25.16,28.55,56.52,48.4,36.78,44.22,27.75,46.48,38.92,25.39,33.28,36.02
700,58.75,51.88,43.5,37.13,35.88,48.75,44.63,31.63,26.0,31.0,61.25,51.75,34.75,52.38,34.75,46.32,50.13,39.5,27.13,42.38,39.785,45.77,53.02,46.82,39.26,33.51,31.73,35.65,44.0,40.28,28.55,23.47,27.98,55.28,46.7,31.36,47.27,31.36,45.24,35.65,24.48,38.25,35.91
701,58.67,55.0,46.83,41.33,31.33,47.0,38.5,33.17,29.33,26.83,63.83,52.33,33.5,48.83,37.67,43.19,44.33,39.17,31.17,37.0,37.9175,46.29,52.95,49.64,42.26,37.3,27.71,35.35,42.42,34.75,29.94,26.47,24.21,57.61,47.23,30.23,44.07,34.0,40.01,35.35,28.13,33.39,34.22
